gender,birthday,days_watched,mean_score,watching,completed,on_hold,dropped,plan_to_watch,total_entries,rewatched,episodes_watched,score,genres,keywords,type,episodes,aired,premiered,status,producers,studios,source,duration,rating_y,rank,popularity,favorites,scored_by,members,duration_class,episodes_class,rating
,,11.7,9.25,0,52,0,0,0,52,0,706,8.38,"Action, Sci-Fi","whopping three hundred million woolong price, pursue different leads across alba city, oil tanker suddenly explode, strange disease spreading, often unlucky crew, fairly worthless target, causing mass hysteria, casualties mount due, bounty hunters could, another bounty —, bebop crew springs, another day, supposed perpetrator, scheme involving, reaches much, ragtag team, pharmaceutical company, money problems, mal rewrite, individual investigations, followed closely, bebop, written, witnesses, stake, split, spike, solution, smoke, sight, routine, revealing, realized, plot, placed, mars, lives, life, jet, interrupted, however, head, faye, faye, ein, edward, discover, cover, chasing, blast, action",Movie,1.0,"Sep 1, 2001",,Finished Airing,"Sunrise, Bandai Visual",Bones,Original,115.0,R - 17+ (violence & profanity),210,638,1693,224353,396100,long,short,unknown
,,11.7,9.25,0,52,0,0,0,52,0,706,7.59,"Action, Comedy, Sci-Fi","kurz weber must secretly protect kaname chidori —, unconsciously holds breakthrough scientific knowledge, covert military institution using state, actions frequently make kaname suspicious, poor social skills lead, superior officer melissa mao, vicious mastermind behind, attract unnecessary attention, combat terrorist operations, sergeants sousuke sagara, ensure kaname, terrorist ambush, kurz, sousuke enrolls, sousuke abandons, complicates sousuke, whispered ""—, teenage girl, specialized team, sensitive mission, organizations pursuing, militaristic upbringing, mal rewrite, kaname, intelligence agencies, high school, earnest attempts, difficult adjustment, closely monitor, civilian life, art technology, melissa, written, task, safety, remotely, recognizing, orders, one, mithril, however, fulfill, duty, despite, considered, command, classmates, assist, assigns, assault, abilities",TV,24.0,"Jan 8, 2002 to Jun 18, 2002",winter,Finished Airing,"Kadokawa Shoten, KlockWorx",Gonzo,Light novel,24.0,R - 17+ (violence & profanity),1640,466,4419,246955,514078,standard,long,high
,,11.7,9.25,0,52,0,0,0,52,0,706,7.91,Action,"internal conflicts within mithril threaten, school girl kaname chidori return, powerful arm slave models, overcoming various tumultuous events, inner battles amidst life, independent terrorist organization known, normal high school lives, mercenary sergeant sousuke sagara, antics often drive, new problems begin, lives calm, sousuke face, sousuke continues, kaname attempts, wreak unity, wall )., threatening fights, right choices, mal rewrite, even though, civilian population, mithril, kaname, new, written, worsen, world, whispered, time, support, stake, situation, series, peace, mission, manage, make, however, future, failures, endeavors, efforts, change, betrayals, assimilate, appearance, appear, amalgam, able",TV,13.0,"Jul 14, 2005 to Oct 20, 2005",summer,Finished Airing,"WOWOW, Kadokawa Shoten, KlockWorx, Happinet Pictures",Kyoto Animation,Light novel,24.0,R - 17+ (violence & profanity),818,981,1299,151440,267888,standard,medium,high
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,7.28,"Comedy, Romance, Supernatural","college student keiichi morisato dials, beautiful goddess named belldandy appears, accidentally gets connected, goddess hotline, belldandy move, wrong number, soon afterwards, skuld move, sisters urd, old shrine, getting kicked, keiichi, belldandy, ordering, mirror, front, food, dormitory, dorm",OVA,5.0,"Feb 21, 1993 to May 17, 1994",,Finished Airing,"Bandai Visual, KSS, Pony Canyon, TBS, Kodansha, Half H.P Studio, Nichion",AIC,Manga,30.0,PG-13 - Teens 13 or older,2970,3142,259,27828,56581,long,short,high
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,7.1,"Comedy, Drama, Romance","kaoru immediately identified, bewildered girl dressed, two children, train station, lives alone, kaoru invited, kaoru hanabishi, hanabishi family, first place, empty lot, devastated girl, deepest part, college student, childhood friend, betrothed fiancee, aoi sakuraba, aoi sakuraba, also reminded, additional clues, kaoru, girl, way, way, volunteered, turned, turned, tokyo, surprising, supplied, revelation, photo, next, neighborhood, met, memory, marry, looking, left, knowing, kimono, happened, guide, front, destination, came, beautiful, asked, apartment, address",TV,24.0,"Apr 11, 2002 to Sep 26, 2002",spring,Finished Airing,"Movic, Fuji TV, Pioneer LDC, Cosmic Ray",J.C.Staff,Manga,23.0,PG-13 - Teens 13 or older,3959,2054,472,55020,114544,standard,long,medium
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,8.16,"Action, Horror, Sci-Fi","best friend tetsuo shima, current government — stands, world war iii, psychic powers tears, shoutarou kaneda leads, tetsuo begins, government seeks, government institution, latest psychic, tokyo —, young boy, year 2019, riding large, restored version, mysterious abilities, misfits known, mal rewrite, gang violence, explosion caused, escaping confinement, destructive power, desperate attempt, custom motorcycles, constant conflict, clowns ."", capsules ,"", area rife, city known, shoutarou, leads, tokyo, tokyo, city, city, written, unleashing, terrorism, taken, streets, rivals, quarantine, prevent, prevent, place, order, one, never, neo, knees, japan, ignites, heard, group, fuse, finds, esper, encounter, develop, destruction, custody, could, caught, captured, bring, battles, accident, 1988",Movie,1.0,"Jul 16, 1988",,Finished Airing,"Mainichi Broadcasting System, Kodansha, Pioneer LDC, Bandai, TOHO, Sumitomo, Hakuhodo",Tokyo Movie Shinsha,Manga,124.0,R+ - Mild Nudity,454,208,14402,539408,910963,long,short,low
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,6.49,"Action, Adventure, Fantasy, Horror, Sci-Fi","produce powerful monsters called chimera, advanced technology exists side, young female beast, strange futuristic world, story follows elk, world archaic, serious enemies, primitive attitudes, evil conspiracy, bounty hunter, also appear, side, elk, also, words, source, rescued, naturally, master, magic, long, human, got, gained, everything, bit, beasts, ann, able",TV,26.0,"Apr 5, 1999 to Oct 11, 1999",spring,Finished Airing,"Sony Pictures Entertainment, Aniplex, Sony Interactive Entertainment",Bee Train,Game,22.0,R - 17+ (violence & profanity),7177,5470,14,6445,17529,standard,long,low
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,8.17,,,TV,24.0,,spring,Finished Airing,OB Planning,A.C.G.T.,Manga,27.0,PG-13 - Teens 13 or older,444,1276,1389,113204,202660,long,long,high
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,8.29,Drama,"looking dog named beck, younger sister maho, two boys launch, slowly becoming interested, older boy leads, fame across japan, dispirited young boy, band called beck, western rock culture, ultimate rock band, popular rock band, helping ray achieve, amazing guitar skills, koyuki meets ray, beck follows, former band, start playing, old yukio, old ryuusuke, meeting place, mal rewrite, local kids, koyuki saves, koyuki decides, former member, emerging guitarist, dazzles koyuki, rock, dog, ray, ray, koyuki, guitar, year, year, written, world, together, tanaka, successes, struggles, strange, spread, owner, minami, members, life, leading, however, harassed, group, group, goals, glamour, fourteen, forming, dream, diner, changes, career, 16",TV,26.0,"Oct 7, 2004 to Mar 31, 2005",fall,Finished Airing,"Marvelous Entertainment, Starchild Records, Asatsu DK, Kodansha",Madhouse,Manga,25.0,R - 17+ (violence & profanity),298,716,8823,146093,359083,long,long,high
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,7.39,"Comedy, Drama, Romance, Sci-Fi, Ecchi","chii cannot download information onto, look exactly like human beings, look like humans, young country boy, real human emotions, say one word, college entrance exams, chii ,"", one evening, urban legend, special units, romance flourish, poor background, personal computers, newest fad, mal rewrite, love toward, love remain, let alone, hideki tries, hideki motosuwa, hideki decides, hard drive, fashioned way, eventually becomes, computers start, chobit ,"", barely afford, walking home, studying hard, abandoned persocom, human, chii, college, studying, persocom, home, written, world, unravel, unlike, time, thoughts, teach, taking, seems, persocoms, persocoms, owner, old, name, mystery, may, managing, however, get, friends, finds, expenses, defective, coming, along, activate",TV,26.0,"Apr 3, 2002 to Sep 25, 2002",spring,Finished Airing,"TBS, Pioneer LDC",Madhouse,Manga,24.0,PG-13 - Teens 13 or older,2429,484,4171,260280,499608,standard,long,high
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,8.01,,,TV,220.0,,fall,Finished Airing,"TV Tokyo, Aniplex, Shueisha",Pierrot,Manga,23.0,PG-13 - Teens 13 or older,663,9,82913,2054933,2982943,standard,long,medium
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,7.88,,,TV,26.0,,fall,Finished Airing,"TV Tokyo, Sotsu, Marvelous Entertainment, Starchild Records, Media Factory, DAX Production",Studio Comet,Manga,23.0,PG-13 - Teens 13 or older,866,772,5299,152534,337235,standard,long,high
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,8.36,,,TV,26.0,,fall,Finished Airing,"TV Tokyo, Kadokawa Shoten, Nihon Ad Systems, Audio Tanaka","Gainax, Tatsunoko Production",Original,24.0,PG-13 - Teens 13 or older,231,45,111650,1147758,1919766,standard,long,unknown
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,8.56,,,Movie,1.0,,,Finished Airing,"TV Tokyo, Toei Animation, Kadokawa Shoten, Movic, Sega, TV Tokyo Music, King Records, Audio Tanaka","Gainax, Production I.G",Original,86.0,R+ - Mild Nudity,116,177,30573,657356,985033,long,short,high
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,8.75,"Action, Award Winning, Sci-Fi","odd child edward wong hau pepelu tivrusky iv, jet black pursue criminals throughout space, beautiful con artist faye valentine, tough bounty hunters, maniacal plot continues, bioengineered welsh corgi, spike must choose, jet manages, year 2071, troubled memories, taking care, settlements like, old wounds, newfound family, new societies, mal rewrite, intergalactic outlaws, humble living, growing number, expanded across, drug use, developing bonds, colorful cast, aloof demeanor, spike spiegel, violent past, criminals, bebop crew, spike, spike, spike, past, bebop, written, working, weight, unravel, timeless, theft, surface, ship, rival, revenge, planets, plagued, murder, menace, meanwhile, make, lives, life, joined, hunted, humanity, haunted, goofy, galaxy, filling, ein, earth, duo, disrupted, crime, catch, beneath",TV,26.0,"Apr 3, 1998 to Apr 24, 1999",spring,Finished Airing,"Bandai Visual, Victor Entertainment, Audio Planning U",Sunrise,Original,24.0,R - 17+ (violence & profanity),48,42,86189,1013780,1963589,standard,long,unknown
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,7.85,,,TV,178.0,,fall,Finished Airing,"Production I.G, TV Tokyo, Nihon Ad Systems",Trans Arts,Manga,22.0,PG-13 - Teens 13 or older,937,1348,3045,86870,191848,standard,long,medium
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,8.38,"Action, Sci-Fi","whopping three hundred million woolong price, pursue different leads across alba city, oil tanker suddenly explode, strange disease spreading, often unlucky crew, fairly worthless target, causing mass hysteria, casualties mount due, bounty hunters could, another bounty —, bebop crew springs, another day, supposed perpetrator, scheme involving, reaches much, ragtag team, pharmaceutical company, money problems, mal rewrite, individual investigations, followed closely, bebop, written, witnesses, stake, split, spike, solution, smoke, sight, routine, revealing, realized, plot, placed, mars, lives, life, jet, interrupted, however, head, faye, faye, ein, edward, discover, cover, chasing, blast, action",Movie,1.0,"Sep 1, 2001",,Finished Airing,"Sunrise, Bandai Visual",Bones,Original,115.0,R - 17+ (violence & profanity),210,638,1693,224353,396100,long,short,high
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,7.16,"Action, Comedy, Fantasy, Romance","wimpy middle school student, longtime crush risa harada, fated family legacy —, steal valuable works, infamous phantom thief, greatest adversary could, confusion constantly clouding, elusive art thief, unexpected turn, though daisuke, strange heritage, redeeming qualities, mal rewrite, finally decides, dark mousy, daisuke realizes, daisuke niwa, daisuke finds, daisuke finds, 14th birthday, one classmate, risa, family, art, one, written, whenever, unwilling, unaware, transforming, struggling, since, set, relationships, rejected, planning, name, mother, mother, mind, mind, love, long, let, known, however, headed, fight, events, doubt, confess, clumsy, classmates, certainly, boy, born, block",TV,26.0,"Apr 3, 2003 to Sep 25, 2003",spring,Finished Airing,Kadokawa Shoten,Xebec,Manga,23.0,PG-13 - Teens 13 or older,3644,1374,1281,100490,188690,standard,long,high
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,6.54,"Comedy, Romance, Sci-Fi, Ecchi","high school student named takeya ikuhara, ufo containing 150 aliens crash, slave ,"" leaving, one year ago, one misty morning, one could fix, japanese government decided, named ren, aliens ends, housed one, japanese citizens, wanting nothing, takes pity, stay program, human society, free days, extremely distrustful, eventually found, imprints upon, bestow upon, truck carrying, upon, truck, wants, teaching, shores, ship, serves, saves, riverbank, remain, releasing, race, personal, ordinary, order, mingle, matter, master, make, language, landed, kasai, japan, humans, however, home, hit, familiar, end, enacted, dropping, despite, designation, dears, dears, customs, culture, confinement, capsule, bringing, become, allow, alien",TV,12.0,"Jul 11, 2004 to Sep 26, 2004",summer,Finished Airing,"Bandai Visual, HAL Film Maker, Genco, Lantis",Daume,Manga,23.0,R+ - Mild Nudity,6895,1637,360,81340,153306,standard,medium,medium
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,7.59,"Action, Comedy, Sci-Fi","kurz weber must secretly protect kaname chidori —, unconsciously holds breakthrough scientific knowledge, covert military institution using state, actions frequently make kaname suspicious, poor social skills lead, superior officer melissa mao, vicious mastermind behind, attract unnecessary attention, combat terrorist operations, sergeants sousuke sagara, ensure kaname, terrorist ambush, kurz, sousuke enrolls, sousuke abandons, complicates sousuke, whispered ""—, teenage girl, specialized team, sensitive mission, organizations pursuing, militaristic upbringing, mal rewrite, kaname, intelligence agencies, high school, earnest attempts, difficult adjustment, closely monitor, civilian life, art technology, melissa, written, task, safety, remotely, recognizing, orders, one, mithril, however, fulfill, duty, despite, considered, command, classmates, assist, assigns, assault, abilities",TV,24.0,"Jan 8, 2002 to Jun 18, 2002",winter,Finished Airing,"Kadokawa Shoten, KlockWorx",Gonzo,Light novel,24.0,R - 17+ (violence & profanity),1640,466,4419,246955,514078,standard,long,high
,,30.0,7.71,5,54,4,3,0,66,0,1817,8.01,,,TV,220.0,,fall,Finished Airing,"TV Tokyo, Aniplex, Shueisha",Pierrot,Manga,23.0,PG-13 - Teens 13 or older,663,9,82913,2054933,2982943,standard,long,high
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,7.91,Action,"internal conflicts within mithril threaten, school girl kaname chidori return, powerful arm slave models, overcoming various tumultuous events, inner battles amidst life, independent terrorist organization known, normal high school lives, mercenary sergeant sousuke sagara, antics often drive, new problems begin, lives calm, sousuke face, sousuke continues, kaname attempts, wreak unity, wall )., threatening fights, right choices, mal rewrite, even though, civilian population, mithril, kaname, new, written, worsen, world, whispered, time, support, stake, situation, series, peace, mission, manage, make, however, future, failures, endeavors, efforts, change, betrayals, assimilate, appearance, appear, amalgam, able",TV,13.0,"Jul 14, 2005 to Oct 20, 2005",summer,Finished Airing,"WOWOW, Kadokawa Shoten, KlockWorx, Happinet Pictures",Kyoto Animation,Light novel,24.0,R - 17+ (violence & profanity),818,981,1299,151440,267888,standard,medium,unknown
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,7.74,"Action, Award Winning, Drama, Romance, Sci-Fi","human beings whose biological traits, art military mobile suits known, space colony heliopolis remains neutral, year cosmic era 0071, great war raging across, military organization composed, young soldiers experience, college friends join, kira take control, mobile suits, advanced beings, university student, unaltered people, ship run, seeking shelter, planet earth, mal rewrite, made colonies, kira yamato, five state, final gundam, earth alliance, deep hatred, rebellious coordinators, coordinators drove, zaft manages, space, heliopolis, colony, war, kira, coordinators, zaft, written, thrown, surviving, strike, steal, set, remain, naturals, naturals, man, make, loss, life, horrors, gundams, galaxy, four, effort, disarray, crew, coordinator, comes, birth, battle, attacks, archangel, altered",TV,50.0,"Oct 5, 2002 to Sep 27, 2003",fall,Finished Airing,"Sotsu, Asatsu DK, Mainichi Broadcasting System, Sony Music Entertainment, Atelier Musa",Sunrise,Original,24.0,R - 17+ (violence & profanity),1208,1429,3677,99438,178914,standard,long,high
,,30.0,7.71,5,54,4,3,0,66,0,1817,7.88,,,TV,26.0,,fall,Finished Airing,"TV Tokyo, Sotsu, Marvelous Entertainment, Starchild Records, Media Factory, DAX Production",Studio Comet,Manga,23.0,PG-13 - Teens 13 or older,866,772,5299,152534,337235,standard,long,high
,,30.0,7.71,5,54,4,3,0,66,0,1817,8.36,,,TV,26.0,,fall,Finished Airing,"TV Tokyo, Kadokawa Shoten, Nihon Ad Systems, Audio Tanaka","Gainax, Tatsunoko Production",Original,24.0,PG-13 - Teens 13 or older,231,45,111650,1147758,1919766,standard,long,low
,,30.0,7.71,5,54,4,3,0,66,0,1817,7.85,,,TV,178.0,,fall,Finished Airing,"Production I.G, TV Tokyo, Nihon Ad Systems",Trans Arts,Manga,22.0,PG-13 - Teens 13 or older,937,1348,3045,86870,191848,standard,long,low
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,8.27,"Action, Award Winning, Mystery, Sci-Fi, Suspense","parties — including section 6 — start, public security section 9, willed major motoko kusanagi, section 9 spearheads, various philosophical questions, technologically advanced metropolis, shift toward globalization, mysterious hacker known, extremely complicated nature, dangerous threats following, motoko soon realizes, almost entirely robotic, puppet master themself, puppet master ,"", puppet master, robotic parts, year 2029, victims stripped, subordinates follow, mal rewrite, like many, incredible power, great improvements, get involved, enigmatic criminal, combating corruption, niihama city, futuristic world, case involving, motoko, world, city, case, written, trail, trail, terrorism, strong, responsible, replace, provide, pondering, one, none, memories, meaning, limbs, life, leaves, interconnected, giving, forcing, ever, due, cybernetics, confront, citizens, body, become, answers, able",Movie,1.0,"Nov 18, 1995",,Finished Airing,"Bandai Visual, Kodansha",Production I.G,Manga,82.0,R+ - Mild Nudity,321,340,13616,346480,670475,long,short,high
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,7.78,"Action, Adventure, Sci-Fi","orphan girl named alvis hamilton, even standard airships struggle, organization known solely, last exile follows, famous vanship pilot, ecological disasters destabilize, air current called, couriers entails passing, much greater conflict, guild also arbitrates, warring countries, sky couriers, rated delivery, piloting small, person vanships, mal rewrite, make use, made possible, liquidized form, lavie head, hostile nations, grand stream, get dragged, fly freely, dominant mode, best friend, battleship silvana, absolute authority, claus valca, claudia fluid, two teenagers, conflict, guild, guild, sky, fluid, claus, two, two, written, world, transportation, take, survive, surpassing, son, skies, separates, produced, prester, planet, pits, parents, navigator, moreover, monopoly, might, middle, job, however, high, flight, engines, dream, disputes, disith, crystals, caught, bring, anatoray, adventures",TV,26.0,"Apr 8, 2003 to Sep 30, 2003",spring,Finished Airing,"GDH, Victor Entertainment, TV Tokyo Music",Gonzo,Original,24.0,PG-13 - Teens 13 or older,1104,1418,1891,72779,181069,standard,long,high
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,8.28,"Action, Comedy, Romance","meiji kenkaku romantan tells, former assassin temporarily ceases, ten peaceful years since, stumbles across kaoru kamiya, battousai still strikes terror, legendary assassin known, bakumatsu era lived, kaoru allows, final years, war veterans, wandering swordsman, vowing never, unmatched throughout, reformed killer, receiving help, present begin, one day, new ideals, mysteriously disappeared, merciless killer, mal rewrite, japanese revolution, impostor claiming, hitokiri battousai, cheerful attitude, bloodstained lifestyle, rurouni kenshin, kenshin himura, kenshin dedicates, kendo dojo, battousai, battousai, kenshin, kenshin, dojo, written, weak, uphold, unbeknownst, travels, threatened, strong, strives, story, stay, sins, saving, save, repent, protecting, peak, past, need, mention, living, kill, however, hearts, feared, enemies, emerge, effort, country, able, abandoned",TV,94.0,"Jan 10, 1996 to Sep 8, 1998",winter,Finished Airing,"Aniplex, SME Visual Works, Fuji TV","Gallop, Studio Deen",Manga,25.0,PG-13 - Teens 13 or older,308,467,10254,243398,512471,long,long,high
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,6.24,"Action, Drama, Romance, Supernatural","old high school student, without running afoul, younger sister, true destiny, strange times, mysterious beings, leader alexiel, hell threatens, eternal conflict, bullying seniors, setsuna struggles, setsuna mudo, demons claim, angels say, setsuna, demons, angels, year, war, trying, sees, sara, reincarnation, reignite, professing, prepared, month, love, life, led, know, keeping, identity, help, heaven, head, god, get, ambushed, 16",OVA,3.0,"May 25, 2000 to Aug 25, 2000",,Finished Airing,"Bandai Visual, Lantis, Audio Tanaka",HAL Film Maker,Manga,29.0,R+ - Mild Nudity,8674,3328,187,27559,51190,long,short,medium
Male,1988-01-25,73.1,8.06,11,94,11,2,20,138,7,4374,8.01,,,TV,220.0,,fall,Finished Airing,"TV Tokyo, Aniplex, Shueisha",Pierrot,Manga,23.0,PG-13 - Teens 13 or older,663,9,82913,2054933,2982943,standard,long,low
Male,1988-01-25,73.1,8.06,11,94,11,2,20,138,7,4374,7.85,,,TV,178.0,,fall,Finished Airing,"Production I.G, TV Tokyo, Nihon Ad Systems",Trans Arts,Manga,22.0,PG-13 - Teens 13 or older,937,1348,3045,86870,191848,standard,long,high
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,7.24,"Action, Drama, Mystery, Supernatural","solving supernatural crimes falls outside, possessing powerful pyrokinetic abilities, though hidden away, local japanese branch, elixir called orbo, supernatural powers —, robin sena transfers, hostile witches —, witches —, robin wants, robin opposes, rogue witches, place within, normal authorities, nonetheless capable, neither numerous, mal rewrite, internal politics, instead handled, inherently evil, human societies, general public, even neutralize, different reasons, criminal means, creating disorder, always existed, also handling, must find, solomon organization, witches, powers, powers, organization, find, solomon, solomon, written, witch, witch, weaken, way, use, training, threat, task, stnj, stnj, seem, putting, particular, odds, navigate, misusing, methods, jurisdiction, italy, finished, dealing, dangerous",TV,26.0,"Jul 3, 2002 to Dec 25, 2002",summer,Finished Airing,"Bandai Visual, Dentsu, Victor Entertainment",Sunrise,Original,25.0,PG-13 - Teens 13 or older,3211,1939,670,45182,122577,long,long,high
Female,,212.8,6.68,16,636,303,0,45,1000,10,12781,7.28,"Comedy, Romance, Supernatural","college student keiichi morisato dials, beautiful goddess named belldandy appears, accidentally gets connected, goddess hotline, belldandy move, wrong number, soon afterwards, skuld move, sisters urd, old shrine, getting kicked, keiichi, belldandy, ordering, mirror, front, food, dormitory, dorm",OVA,5.0,"Feb 21, 1993 to May 17, 1994",,Finished Airing,"Bandai Visual, KSS, Pony Canyon, TBS, Kodansha, Half H.P Studio, Nichion",AIC,Manga,30.0,PG-13 - Teens 13 or older,2970,3142,259,27828,56581,long,short,low
Female,,212.8,6.68,16,636,303,0,45,1000,10,12781,8.16,"Action, Horror, Sci-Fi","best friend tetsuo shima, current government — stands, world war iii, psychic powers tears, shoutarou kaneda leads, tetsuo begins, government seeks, government institution, latest psychic, tokyo —, young boy, year 2019, riding large, restored version, mysterious abilities, misfits known, mal rewrite, gang violence, explosion caused, escaping confinement, destructive power, desperate attempt, custom motorcycles, constant conflict, clowns ."", capsules ,"", area rife, city known, shoutarou, leads, tokyo, tokyo, city, city, written, unleashing, terrorism, taken, streets, rivals, quarantine, prevent, prevent, place, order, one, never, neo, knees, japan, ignites, heard, group, fuse, finds, esper, encounter, develop, destruction, custody, could, caught, captured, bring, battles, accident, 1988",Movie,1.0,"Jul 16, 1988",,Finished Airing,"Mainichi Broadcasting System, Kodansha, Pioneer LDC, Bandai, TOHO, Sumitomo, Hakuhodo",Tokyo Movie Shinsha,Manga,124.0,R+ - Mild Nudity,454,208,14402,539408,910963,long,short,unknown
,1988-02-22,142.5,7.41,20,298,5,19,50,392,0,8565,8.17,,,TV,24.0,,spring,Finished Airing,OB Planning,A.C.G.T.,Manga,27.0,PG-13 - Teens 13 or older,444,1276,1389,113204,202660,long,long,medium
Female,,212.8,6.68,16,636,303,0,45,1000,10,12781,8.75,"Action, Award Winning, Sci-Fi","odd child edward wong hau pepelu tivrusky iv, jet black pursue criminals throughout space, beautiful con artist faye valentine, tough bounty hunters, maniacal plot continues, bioengineered welsh corgi, spike must choose, jet manages, year 2071, troubled memories, taking care, settlements like, old wounds, newfound family, new societies, mal rewrite, intergalactic outlaws, humble living, growing number, expanded across, drug use, developing bonds, colorful cast, aloof demeanor, spike spiegel, violent past, criminals, bebop crew, spike, spike, spike, past, bebop, written, working, weight, unravel, timeless, theft, surface, ship, rival, revenge, planets, plagued, murder, menace, meanwhile, make, lives, life, joined, hunted, humanity, haunted, goofy, galaxy, filling, ein, earth, duo, disrupted, crime, catch, beneath",TV,26.0,"Apr 3, 1998 to Apr 24, 1999",spring,Finished Airing,"Bandai Visual, Victor Entertainment, Audio Planning U",Sunrise,Original,24.0,R - 17+ (violence & profanity),48,42,86189,1013780,1963589,standard,long,high
Female,,212.8,6.68,16,636,303,0,45,1000,10,12781,8.38,"Action, Sci-Fi","whopping three hundred million woolong price, pursue different leads across alba city, oil tanker suddenly explode, strange disease spreading, often unlucky crew, fairly worthless target, causing mass hysteria, casualties mount due, bounty hunters could, another bounty —, bebop crew springs, another day, supposed perpetrator, scheme involving, reaches much, ragtag team, pharmaceutical company, money problems, mal rewrite, individual investigations, followed closely, bebop, written, witnesses, stake, split, spike, solution, smoke, sight, routine, revealing, realized, plot, placed, mars, lives, life, jet, interrupted, however, head, faye, faye, ein, edward, discover, cover, chasing, blast, action",Movie,1.0,"Sep 1, 2001",,Finished Airing,"Sunrise, Bandai Visual",Bones,Original,115.0,R - 17+ (violence & profanity),210,638,1693,224353,396100,long,short,high
,1988-02-22,142.5,7.41,20,298,5,19,50,392,0,8565,8.01,,,TV,220.0,,fall,Finished Airing,"TV Tokyo, Aniplex, Shueisha",Pierrot,Manga,23.0,PG-13 - Teens 13 or older,663,9,82913,2054933,2982943,standard,long,medium
,1988-02-22,142.5,7.41,20,298,5,19,50,392,0,8565,8.36,,,TV,26.0,,fall,Finished Airing,"TV Tokyo, Kadokawa Shoten, Nihon Ad Systems, Audio Tanaka","Gainax, Tatsunoko Production",Original,24.0,PG-13 - Teens 13 or older,231,45,111650,1147758,1919766,standard,long,low
,1988-02-22,142.5,7.41,20,298,5,19,50,392,0,8565,7.85,,,TV,178.0,,fall,Finished Airing,"Production I.G, TV Tokyo, Nihon Ad Systems",Trans Arts,Manga,22.0,PG-13 - Teens 13 or older,937,1348,3045,86870,191848,standard,long,high
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,7.98,,,TV,24.0,,,Finished Airing,,,,23.0,,700,943,4171,85522,277257,standard,long,high
Male,,34.5,6.84,15,104,22,3,19,163,1,2054,7.98,,,TV,24.0,,,Finished Airing,,,,23.0,,700,943,4171,85522,277257,standard,long,low
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,7.98,,,TV,24.0,,,Finished Airing,,,,23.0,,700,943,4171,85522,277257,standard,long,high
Female,,212.8,6.68,16,636,303,0,45,1000,10,12781,7.16,"Action, Comedy, Fantasy, Romance","wimpy middle school student, longtime crush risa harada, fated family legacy —, steal valuable works, infamous phantom thief, greatest adversary could, confusion constantly clouding, elusive art thief, unexpected turn, though daisuke, strange heritage, redeeming qualities, mal rewrite, finally decides, dark mousy, daisuke realizes, daisuke niwa, daisuke finds, daisuke finds, 14th birthday, one classmate, risa, family, art, one, written, whenever, unwilling, unaware, transforming, struggling, since, set, relationships, rejected, planning, name, mother, mother, mind, mind, love, long, let, known, however, headed, fight, events, doubt, confess, clumsy, classmates, certainly, boy, born, block",TV,26.0,"Apr 3, 2003 to Sep 25, 2003",spring,Finished Airing,Kadokawa Shoten,Xebec,Manga,23.0,PG-13 - Teens 13 or older,3644,1374,1281,100490,188690,standard,long,low
